superconductors,measured_Tc,materials_family
Bi2Sr2Ca1Cu2O8.212,73,cuprate
La0.9Ba1.5Ca0.6Cu3O6.74,73,cuprate
Y1Ba2Cu2.7Al0.3O6.99,73,cuprate
Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3,73,cuprate
Y1Sr2Cu2.85Re0.15O7.1,73,cuprate
Hg1Ba2Cu1O4.06,73,cuprate
Sr2Nd0.3Ca0.7Cu2F1O5,73.1,cuprate
Gd1Sr1.8Ba0.2Cu4O8,73.1,cuprate
Y1Ba2Cu3.98Co0.02O8,73.3,cuprate
Y1Ba2Cu3.99Zn0.01O8,73.3,cuprate
Bi1.6Pb0.4Sr2Ca2Cu3O10.24,73.3,cuprate
Y0.7Pr0.2Ca0.1Ba2Cu4O8,73.4,cuprate
Y1Ba1.76La0.24Cu3O7.024,73.4,cuprate
Lu0.7Pr0.3Ba2Cu3O7,73.5,cuprate
Y1Ba2Cu3.88Ga0.12O8,73.5,cuprate
Yb0.7Pr0.3Ba2Cu3O6.97,73.5,cuprate
Bi1.9Pb0.1Sr2Ca1Cu2O8.2,73.5,cuprate
Bi8Sr8Ca4Cu9O34.25,73.5,cuprate
Gd1Sr0.1Ba1.9Cu4O8,73.5,cuprate
Hg1Ba2Cu1O4.05,73.5,cuprate
Er0.75Ca0.1Hf0.15Ba2Cu3O6.796,73.6,cuprate
Bi2Sr1.8Ca1.2Cu2O8.211,73.7,cuprate
Y1Ba1Sr1Cu2.95Sn0.05O6.96,73.8,cuprate
Ca0.8Nd0.2Ba1La1Cu3O6.99,73.8,cuprate
Ca0.9Nd0.1Ba1La1Cu3O6.87,73.8,cuprate
Ca0.7Nd0.3Ba1La1Cu3O7.04,73.8,cuprate
Bi2Sr2Ca1Cu2O8.242,73.9,cuprate
Y1Ba2Cu2.95Zn0.05O6.94,73.9,cuprate
Y1Ba2Cu2.82Fe0.18O7,74,cuprate
Bi2Sr2Ca1Cu1.952Ni0.048O8,74,cuprate
Y0.9Ca0.1Ba2Cu2.9Ni0.1O6.86,74,cuprate
Bi2Sr2Ca0.65Y0.35Cu2O8.3,74,cuprate
La1.5Ba1Ca0.5Cu3O7.195,74,cuprate
Y1Ba0.75Sr1.25Cu3O6.94,74,cuprate
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.68,74,cuprate
La5.8Y0.4Ca0.8Ba3.1Cu7O16.548,74,cuprate
Y0.8Pr0.2Ba2Cu4O7.95,74,cuprate
Tl1Sr2Ca0.4Pr0.6Cu2O7,74,cuprate
La1.05Ba1.5Ca0.45Cu3O6.81,74,cuprate
La1Ba2Cu3O6.95,74,cuprate
Bi0.33Hg0.67Sr2Y1Cu2O7,74,cuprate
Nd1Ba1Sr1Cu3O6.94,74,cuprate
La2.7Ca0.6Ba2.7Cu6O14.186,74,cuprate
Pb2Sr2Eu0.75Ca0.25Cu3O8.1,74,cuprate
Y0.9Ga0.1Ba2Cu4O8,74,cuprate
Bi2Sr2Ca1Cu2O8.197,74,cuprate
La2.25Ca1.5Ba2.25Cu6O13.93,74,cuprate
La2.7Gd0.4Ca0.8Ba3.1Cu7O16.537,74,cuprate
La1Ba1.2Ca0.8Cu3O6.95,74,cuprate
La1Ba1.4Ca0.6Cu3O6.9,74,cuprate
Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O8.28,74,cuprate
Hg0.8Mo0.2Ba2Cu1O4.4,74,cuprate
Y1Ba2Cu3O6.883,74,cuprate
Bi2Sr2Ca1Cu1.99Fe0.01O8,74.1,cuprate
Y1Ba2Cu2.91Ti0.09O6.9,74.1,cuprate
Y1Ba1.98La0.02Cu4O8,74.3,cuprate
Gd0.9Pr0.1Ba2Cu3O6.95,74.3,cuprate
La1.25Ca0.35Ba1.4Cu3O7.108,74.3,cuprate
Bi8Sr5Ca7Cu9O34.94,74.4,cuprate
Dy1Ba2Cu4O8,74.466667,cuprate
Y1Ba2Cu3.92Ga0.08O8,74.5,cuprate
Hg1.4Tl0.6Ba2Y0.7Ca0.3Cu2O7.81,74.5,cuprate
Y1Ba2Cu2.91Zn0.09O6.9,74.6,cuprate
Y1Ba2Cu2.9Fe0.1O6.9,74.9,cuprate
Lu0.8Pr0.2Ba1.7Sr0.3Cu3O6.93,75,cuprate
Tl1Sr2Ca1Cu2O6.68,75,cuprate
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.36,75,cuprate
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.45,75,cuprate
Gd1Ba2Cu2.91Fe0.09O6.94,75,cuprate
B1Sr2Ca2Cu3O9,75,cuprate
Eu2Ba4Cu7O14.671,75,cuprate
Eu1Ba1Sr0.7Ca0.3Cu3O6.95,75,cuprate
Eu1Ba1Sr0.8Ca0.2Cu3O6.95,75,cuprate
Bi2Sr2Ca0.8Y0.2Cu2I1O8,75,cuprate
Fe0.5Ba2Dy1Cu2.5O7.52,75,cuprate
Hg0.9Mo0.1Ba2Cu1O4.2,75,cuprate
Er1Ba2Cu3O6.6,75,cuprate
Bi0.5Pb0.25S0.25Sr2Ca0.7Nd0.3Cu2O6.97,75,cuprate
Bi1Pb1Sr2Y0.3Ca0.7Cu2O8,75,cuprate
Bi0.8Pb0.1S0.1Sr2Ca0.7Nd0.3Cu2O6.95,75,cuprate
Y1Ba2Cu3H0.1O6.795,75,cuprate
Y1Ba2Cu2.9Al0.1O7,75,cuprate
Y1Ba2Cu2.94Zn0.06O6.93,75,cuprate
Y1Ba2Cu2.85Ni0.15O6.84,75,cuprate
Y1Ba2Cu2.7Ga0.3O6.93,75,cuprate
La1Ba1Ca1Cu3O6.99,75,cuprate
La1Ba1.1Ca0.9Cu3O7.02,75,cuprate
Nd1Ba1.4Sr0.6Cu3O6.94,75,cuprate
Y0.95Ga0.05Ba2Cu4O8,75,cuprate
Nd0.7Ca0.3Ba0.6La0.4Cu3O6.79,75,cuprate
Y0.85Pr0.15Ba2Cu3O6.84,75,cuprate
V0.5Sr2.4Ca3.6Cu5.5O13.55,75,cuprate
Pb0.8Sr0.8Ba1.2Y0.7Ca0.3Cu3.2O8.3,75,cuprate
V0.5Sr2.3Ca4.7Cu6.5O15.5,75,cuprate
Sr1.84Ba0.16Cu1O3.4,75,cuprate
Y0.25Eu0.75Ba2Cu4O8,75,cuprate
Ca5.9Sr3.5Bi0.3Y0.1Pb0.1Al0.1Cu15.1O29,75,cuprate
Bi0.2Pb0.4La1.2Sr1.3Cu1.9O5.78,75,cuprate
Hg1Ba2Cu0.97Zn0.03O4.063,75,cuprate
Y0.868Ca0.132Ba2Cu3O6.928,75,cuprate
Y1.2Ba0.8Cu1O4,75,cuprate
Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06,75.1,cuprate
Gd0.75Ca0.1Mo0.15Ba2Cu3O6.671,75.1,cuprate
Sr2Nd0.4Ca0.6Cu2F1O5,75.1,cuprate
Y0.74Ca0.16Sr1.1Ba1Cu2.78S0.22O7,75.1,cuprate
Y0.925Ca0.075Ba2Cu3O6.68,75.1,cuprate
La1.2Ba1.5Ca0.3Cu3O7.06,75.2,cuprate
La1.25Ba1.45Ca0.3Cu3O7.15,75.2,cuprate
Bi2Sr2Ca0.9Ce0.1Cu2O8,75.455,cuprate
Pb2Sr2Ho0.5Ca0.5Cu3O8,75.566667,cuprate
Y1Ba2Cu2.82Fe0.18O6.95,75.6,cuprate
Y1Ba1Sr1Cu3O6.88,75.6,cuprate
Y1Ba2Cu3O6.765,75.8,cuprate
Bi2Sr2Ca0.9Pr0.1Cu2O8.234,75.8,cuprate
Bi2Sr2Ca0.6Y0.4Cu2O8.36,76,cuprate
Bi1Pb1Sr2Y0.65Ca0.35Cu2O8,76,cuprate
Er1Ba2Cu2.94Zn0.03Fe0.03O6.94,76,cuprate
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.61,76,cuprate
Ca0.3La0.7Ba1.45La0.55Cu3O7.16,76,cuprate
Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.83,76,cuprate
Tl0.5Pb0.5Sr4Cu2C0.9N0.1O7,76,cuprate
Ca0.4La1.25Ba1.35Cu3O7.135,76,cuprate
Ca1Ba1La1Cu3O6.85,76,cuprate
Gd0.55Ca0.35Hf0.15Ba2Cu3O7.06,76,cuprate
Hg0.4Pr1.1Sr2Ca0.5Cu2O7.9,76,cuprate
Hg1Tl1Ba2Ca2Cu3O10,76,cuprate
La1.55Er0.45Ba2Ca0.9Cu4.9O11.664,76,cuprate
La1.1Ba1.5Ca0.4Cu3O7.123,76,cuprate
Al1Sr2Ca2Cu3O10.1,76,cuprate
Fe0.5Ba2Ho1Cu2.5O7.49,76,cuprate
La1Ba1.5Ca0.5Cu3O7.079,76,cuprate
La3Ca0.8Cd0.2Ba3Cu7O16.536,76,cuprate
La1.6Er0.4Ba2Ca0.8Cu4.8O11.424,76,cuprate
Y1Ba2Cu2.85Fe0.15O7.02,76,cuprate
La1Ba2Cu3O6.89,76,cuprate
Y1Ba1.76Sr0.24Cu4O8,76,cuprate
La1Ba1.5Ca0.5Cu3O6.85,76,cuprate
Yb0.8Pr0.2Ba1.7Sr0.3Cu3O6.92,76,cuprate
La1.7Yb0.4Ba1.7Ca0.8Cu5O11.795,76,cuprate
La2Ca2Ba2Cu3O13.712,76,cuprate
La1.6Gd0.4Ba2Ca0.8Cu4.8O11.401,76,cuprate
La1.5Nd0.5Ca1Ba2Cu4.95Mo0.05O11.345,76,cuprate
Tm1.8Pr0.2Ba4Cu7O14.725,76,cuprate
Nd1.1Ba1.9Cu3O6.935,76,cuprate
Pb2Sr2Y0.53Ca0.47Cu3O8,76,cuprate
La1.5Yb0.5Ba1.5Ca1Cu5O11.785,76,cuprate
Y0.75Pr0.15Ca0.1Ba2Cu4O8,76.2,cuprate
Ho1Ba2Cu4O8,76.2,cuprate
Y1Ba1Sr1Cu2.975Sn0.025O6.91,76.3,cuprate
La1Ba1Ca1Cu3O6.98,76.35,cuprate
Bi2Sr1Ca2Cu2O8.229,76.4,cuprate
Y1Ba2Cu2.95Fe0.05O6.84,76.4,cuprate
Y0.75Ca0.05Pr0.2Ba2Cu3O6.95,76.4,cuprate
Pb2Sr2Ho0.05Ca0.5Cu2.994Al0.006O8,76.4,cuprate
Er0.8Pr0.2Ba2Cu3O7,76.4,cuprate
Bi2Sr1.3Ca1.7Cu2O8.19,76.5,cuprate
Bi2Sr1.1Ca1.9Cu2O8.22,76.5,cuprate
Bi2Sr1.2Ca1.8Cu2O8.199,76.5,cuprate
Bi2Sr2Ca0.9Y0.1Cu2O8,76.5,cuprate
Gd1Ba1Sr1Cu3O6.9371,76.5,cuprate
Er0.8Ca0.2Ba2Cu3O6.91,76.5,cuprate
Y1Ba2Cu2.94Fe0.06O6.954,76.6,cuprate
Bi1.7Pb0.3Sr2Ca0.9Nd0.1Cu2O8.27,76.67,cuprate
Y1Ba2Cu3H1.15O6.91,76.7,cuprate
Y0.8Ca0.2Ba2Cu3O6.7,76.7,cuprate
Nd1.15Ba1.85Cu3O6.96,76.8,cuprate
Ho0.99Ca0.01Ba2Cu4O8,76.8,cuprate
Y0.9Ca0.1Ba2Cu2.75Co0.25O7.03,76.9,cuprate
Ca0.3Ba1.45La1.25Cu3O7.172,76.9,cuprate
Y1Ba2Cu2.79Ga0.21O7,76.91,cuprate
La1.1Ba1.5Ca0.4Cu3O7.11,77,cuprate
Al1Sr2Ca2Cu3O9.9,77,cuprate
Bi2Sr2Ca1Cu1.97Ni0.03O8,77,cuprate
Cu0.8W0.2Sr2Y1Cu2O7.3,77,cuprate
Er0.76Ca0.24Ba1.6Sr0.4Cu2.76Co0.24O6.88,77,cuprate
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.63,77,cuprate
Y1Ba2Cu4Li0.016O8,77,cuprate
Ge0.5Cu0.5Sr2Ca1.8Y0.2Cu3O9.3,77,cuprate
La1.7Nd0.3Ba2Ca0.6Cu4.6O7.135,77,cuprate
Ho1Ba2Cu2.94O6.94,77,cuprate
Eu1Ba2Cu3O6.76,77,cuprate
Hg0.8Nd0.2Ba2Cu1O4.3,77,cuprate
Ge0.4Cu0.6Sr2Ca1.7Y0.3Cu3O9.3,77,cuprate
Y1Ba2Cu2.94Ti0.06O6.91,77,cuprate
La2.5Y0.5Ca1Ba3Cu6.86Fe0.14O16.578,77,cuprate
Y1Ba2Cu2.97Zn0.03O6.85,77,cuprate
Y1Ba1Sr1Cu2.975Sn0.025O6.92,77,cuprate
Y0.95Pr0.05Ba2Cu4O8,77,cuprate
Lu0.85Pr0.15Ba1.7Sr0.3Cu3O6.91,77,cuprate
Sr2Ca1Cu2O5.5,77,cuprate
Pb2Sr2Y0.61Ca0.39Cu3O8,77,cuprate
Nd0.8Ca0.2Ba1Sr1Cu3O6.78,77,cuprate
Y0.5Eu0.5Ba2Cu4O8,77,cuprate
Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O8.35,77,cuprate
Dy1Ba1Sr1Cu3O6.9,77.05,cuprate
Y0.7Ca0.1Pr0.2Ba2Cu3O6.95,77.1,cuprate
Y0.65Ca0.15Pr0.2Ba2Cu3O6.95,77.1,cuprate
Y1Ba2Cu2.88Ni0.18O7,77.2,cuprate
Y1Ba2Cu2.85Ni0.15O6.97,77.2,cuprate
Y1Ba1.8La0.2Cu3O7.05,77.3,cuprate
Sm1.15Ba1.85Cu3O6.95,77.3,cuprate
Er0.7Ca0.15Hf0.15Ba2Cu3O6.821,77.3,cuprate
Ho0.97Ca0.03Ba2Cu4O8,77.4,cuprate
Dy0.85Pr0.15Ba2Cu3O6.9,77.4,cuprate
Nd1.08Ba1.92Cu3O6.17,77.5,cuprate
Y1Ba2Cu4O7.8,77.5,cuprate
Y1Ba2Cu3.96Ga0.04O8,77.5,cuprate
La3Ca0.9Cd0.1Ba3Cu7O16.611,77.5,cuprate
Hg0.5Fe0.5Sr2Y0.4Ca0.6Cu2O6.67,77.5,cuprate
Er0.88Ca0.12Ba2Cu2.28Co0.18O6.93,77.5,cuprate
Er0.88Ca0.12Ba2Cu2.82Co0.18O6.93,77.5,cuprate
Y0.7Ca0.15Pr0.15Ba2Cu3O6.95,77.6,cuprate
Bi2Sr1.6Ca1.4Cu2O8.16,77.6,cuprate
Gd0.5Ca0.35Mo0.15Ba2Cu3O6.586,77.7,cuprate
Y1Ba1.8Sr0.2Cu4O8,77.7,cuprate
Y1Ba2Cu3.98Ga0.02O8,77.75,cuprate
La1.25Ca0.4Ba1.35Cu3O7.141,77.8,cuprate
Y0.74Ca0.16Sr0.6Ba1.5Cu2.78S0.22O7,77.9,cuprate
Tm0.8Pr0.2Ba2Cu3O6.95,77.9,cuprate
Y1Ba0.5Sr1.5Cu3O6.98,78,cuprate
Y0.7Ca0.3Ba1.7La0.3Cu3O6.96,78,cuprate
La1.5Nd0.5Ca1Ba2Cu5O11.872,78,cuprate
La1.7Nd0.3Ca0.6Ba2Cu4.6O11.892,78,cuprate
La1Ba1.5Ca0.5Cu3O7.011,78,cuprate
La2.375Ca1.25Ba2.375Cu6O14.062,78,cuprate
Sm1Ba2Cu2.96Fe0.04O6.81,78,cuprate
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.53,78,cuprate
Ba2Ca3Cu4F1.6O8.4,78,cuprate
Y0.7Ca0.3Ba2Cu3O6.78,78,cuprate
Bi2Sr2Ca1Cu1.98Ni0.02O8,78,cuprate
Bi2Sr2Ca1Cu2O8.198,78,cuprate
Lu0.8Ca0.2Ba2Cu3O6.68,78,cuprate
Y0.8Ca0.2Ba1.8La0.2Cu3O6.96,78,cuprate
Y1Sr2Mo0.25Cu2.75O7.54,78,cuprate
Sr1.5Ba0.5Y1Cu2.8Ti0.2O7.2,78,cuprate
Er1Ba1Sr1Cu3O6.94,78,cuprate
La1.5Nd0.5Ba2Ca1Cu5O7.123,78,cuprate
Bi0.2Pb0.4S0.4Sr2Ca0.7Nd0.3Cu2O6.99,78,cuprate
Y0.75Eu0.25Ba2Cu4O8,78,cuprate
Bi2Sr2Ca1Cu2O8.216,78,cuprate
Y0.9Tb0.1Ba2Cu4O8,78,cuprate
Hg1Ba2Cu1O4.31,78,cuprate
Hg1Ba2Cu1O4.17,78,cuprate
Dy1Ba2Cu2.94Fe0.06O6.88,78,cuprate
Y0.6Ca0.4Ba1.6La0.4Cu3O6.96,78,cuprate
Tm1Ba2Cu3O6.71,78,cuprate
Tl1Sr1.5Er0.5Ca1Cu2O7,78,cuprate
Y0.85Ca0.15Ba2Cu3O6.71,78,cuprate
Y2Ba4Cu7O14.85,78,cuprate
Y2La0.4Ba3.6Cu6O13.91,78,cuprate
Y1Ba2Cu3.996Ni0.004O8,78,cuprate
Y1Ba1.9Sr0.1Cu4O7.9,78,cuprate
Y1Ba1.8Sr0.2Cu4O7.9,78,cuprate
Y1Ba1.8La0.2Cu3O6.95,78,cuprate
La1.5Er0.5Ba2Ca1Cu5O11.907,78,cuprate
Pb2Sr2Y0.5Ca0.5Cu3F0.8115O7.3458,78,cuprate
Y1Ba2Cu3O6.876,78.1,cuprate
Y0.84Sr1.16Ba1Cu2.78S0.22O7,78.1,cuprate
Y0.8Ca0.2Ba2Cu3O6.89,78.2,cuprate
Er1Ba2Cu3O6.78,78.2,cuprate
Gd1Ba2Cu3H1.32O6.89,78.2,cuprate
Y1Ba2Cu4O7.9,78.3,cuprate
Y1Ba2Cu2.94Co0.06O7,78.3,cuprate
Y0.87Pr0.13Ba2Cu3O7,78.35,cuprate
Y1Ba2Cu3.99Ni0.01O8,78.4,cuprate
Y0.8Ca0.1Pr0.1Ba2Cu3O7.01,78.4,cuprate
Y1Ba2Cu2.85Ga0.15O7,78.49,cuprate
Nd0.4Ca0.6Ba0.6La0.4Cu3O6.71,78.5,cuprate
Y1Ba1.4Sr0.6Cu4O7.8,78.5,cuprate
Sm1.1Ba1.9Cu3O7.05,78.5,cuprate
Nd1Ba1.6Sr0.4Cu3O6.721,78.5,cuprate
Bi1.7Pb0.3Sr2Ca0.96Y0.04Cu2O8.06,78.5,cuprate
Nd1Ba2Cu3O6.86,78.6,cuprate
Y0.99Ca0.01Ba2Cu4O8,78.7,cuprate
Bi2Sr1.7Ca1.3Cu2O8.211,78.7,cuprate
Ca0.4Ba1.25La1.25Cu3O7.14,78.8,cuprate
Ca0.4Ba1.35La1.25Cu3O7.15,78.8,cuprate
Yb1Ba2Cu4O8,78.8,cuprate
Er0.8Hf0.2Ba2Cu3O6.772,78.8,cuprate
La1Er1Ba2Ca2Cu6O14.122,79,cuprate
La1.1Ba1.5Ca0.4Cu3O7.06,79,cuprate
Eu1Ba2Cu2.95Ga0.05O6.78,79,cuprate
Bi2Sr2Ca0.7Y0.3Cu2I1O8,79,cuprate
Y1Ba1Sr1Cu3O6.94,79,cuprate
Y0.8Ca0.2Ba2Cu3O6.86,79,cuprate
Y1Ba1.85Cu2.85Co0.15O7.04,79,cuprate
Y0.9Ca0.1Ba1.9La0.1Cu4O7.8,79,cuprate
La2.1Gd0.7Ca1.4Ba2.8Cu0.7O16.471,79,cuprate
La1.5Gd0.5Ba2Ca1Cu5O11.892,79,cuprate
La2.4Ca1.2Ba2.4Cu6O14.082,79,cuprate
La2.1Y0.7Ca1.4Ba2.8Cu7O16.433,79,cuprate
Y0.1La0.9Ba2Cu3O7.05,79,cuprate
Y0.95Sc0.05Ba2Cu4O8,79,cuprate
Y1Ba1.2Sr0.8Cu4O7.9,79,cuprate
Y1Ba1.6Sr0.4Cu4O7.9,79,cuprate
La2.5Ca1Ba2.5Cu6O14.146,79,cuprate
La1.5Nd0.5Ca1Ba2Cu5O11.583,79,cuprate
La1Gd1Ba2Ca2Cu6O14.1,79,cuprate
Lu0.9Pr0.1Ba1.7Sr0.3Cu3O6.95,79,cuprate
Y0.85Ca0.15Ba2Cu3O6.9,79,cuprate
Tl1Sr1.5Gd0.5Ca1Cu2O7,79,cuprate
Bi1.6Pb0.4Sr1.6Ca1Nd0.4Cu2O8.17,79,cuprate
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.52,79,cuprate
Ho1Ba1Sr1Cu3O6.94,79,cuprate
Y1Ba1.8La0.2Cu3O7,79.05,cuprate
Y1Ba2Cu2.97Zn0.03O6.97,79.1,cuprate
Hg1Ba2Cu1O4.055,79.1,cuprate
Y1Ba1.4Sr0.6Cu4O8,79.166667,cuprate
Hg0.92Ba2.05Cu1.03O4.079,79.2,cuprate
La1.25Ca0.5Ba1.25Cu3O7.137,79.2,cuprate
Tm0.99Ca0.01Ba2Cu4O8,79.2,cuprate
Y0.85Pr0.15Ba2Cu3O6.98,79.2,cuprate
La1.25Ca0.45Ba1.3Cu3O7.135,79.2,cuprate
Y1Ba2Cu2.82Ga0.18O7,79.24,cuprate
Er0.99Ca0.01Ba2Cu4O8,79.3,cuprate
Bi4Sr3Ca1.2Y1.8Cu4O16,79.3,cuprate
Y0.8Pr0.2Ba1Sr1Cu3O6.9,79.4,cuprate
Tm1Ba2Cu4O8,79.42,cuprate
Eu0.9Pr0.1Ba2Cu3O6.95,79.45,cuprate
Bi1Pb1Sr2Y0.4Ca0.6Cu2O8,79.5,cuprate
Dy1Ba1Sr1Cu3O6.89,79.5,cuprate
Gd0.8Hf0.2Ba2Cu3O6.79,79.5,cuprate
Y1Ba1.46Sr0.54Cu4O8,79.5,cuprate
Er0.85Ca0.15Ba2Cu3O6.93,79.5,cuprate
Y1Ba1.6Sr0.4Cu4O8,79.5,cuprate
Y0.75Ca0.1Pr0.15Ba2Cu3O6.95,79.6,cuprate
Y1Ba2Cu4O7.986,79.6,cuprate
Y1Ba1.972Ca0.028Cu4O8,79.7,cuprate
La1.25Ba1.35Ca0.4Cu3O7.16,79.8,cuprate
Tm1Ba2Cu3O6.8,79.8,cuprate
Bi4Sr3Ca1.6Y1.4Cu4O16,79.8,cuprate
Y1Ba2Cu2.88Ga0.12O7,79.89,cuprate
La1Ba1.25Ca0.75Cu3O6.958,79.9,cuprate
Er0.85Hf0.15Ba2Cu3O6.813,79.9,cuprate
Yb0.8Pr0.2Ba2Cu3O6.88,79.9,cuprate
La1Ba1.5Ca0.5Cu3O6.96,79.9,cuprate
Y0.95Ba1.95Ca0.1Cu4O8,80,cuprate
Y0.8Pr0.1Ca0.1Ba2Cu4O8,80,cuprate
Y0.8Pr0.15Ca0.05Ba2Cu3O6.82,80,cuprate
Y0.8Ca0.2Ba1.5La0.5Cu3O7.11,80,cuprate
Yb1Ba1.4Sr0.6Cu4O8,80,cuprate
Tl1Sr1.5Ho0.5Ca1Cu2O7,80,cuprate
La2.5Gd0.5Ca1Ba3Cu7O16.359,80,cuprate
Y0.9Ca0.1Ba2Cu3O6.66,80,cuprate
Tl1Sr1.5Tb0.5Ca1Cu2O7,80,cuprate
Y1Ba2Cu2.5Fe0.5O7.35,80,cuprate
Sm1Ba1Sr1Cu3O6.94,80,cuprate
Y1Ba2Cu4O8.043,80,cuprate
La1Ba1.75Ca0.25Cu3O6.951,80,cuprate
La1.2Ba1.8Cu3O6.98,80,cuprate
Y1Ba1.8La0.2Cu3O6.96,80,cuprate
Hg1Ba2Cu1O4.21,80,cuprate
Nd1.2Ba1.8Cu3O6.96,80,cuprate
Y1Ba0.75Sr1.25Cu3O6.91,80,cuprate
Y1Ba2.2Cu4O8,80,cuprate
La2.57Ca0.86Ba2.57Cu6O14.2,80,cuprate
Yb0.85Pr0.15Ba1.7Sr0.3Cu3O6.91,80,cuprate
Gd0.95Ba1.95Ca0.1Cu4O8,80,cuprate
La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,80,cuprate
La2.3Gd0.6Ca1.2Ba2.9Cu7O16.543,80,cuprate
La2.5Gd0.5Ca1Ba3Cu7O16.539,80,cuprate
Lu0.7Ca0.3Ba2Cu3O6.62,80,cuprate
Bi2Sr2Ca0.95Ce0.05Cu2O8,80,cuprate
Bi2Sr2Ca0.9Gd0.1Cu2O8,80,cuprate
Bi4Ca3Sr3Cu4O16.32,80,cuprate
Bi4Sr3Ca2.9Tm0.1Cu4O16.36,80,cuprate
Bi8Sr6Ca6Cu9O33.964,80,cuprate
Ca0.4La0.6Ba1.35La0.65Cu3O7.15,80,cuprate
Er0.97Ca0.03Ba2Cu4O8,80,cuprate
Yb1Ba1.2Sr0.8Cu4O8,80,cuprate
Fe0.5Ba2Y1Cu2.5O7.41,80,cuprate
La2.5Y0.5Ca1Ba3Cu7O16.574,80,cuprate
Bi0.6Pb0.2S0.2Sr2Ca0.7Nd0.3Cu2O6.95,80,cuprate
Bi2.15Sr1.68Ca1.17Cu2O8,80,cuprate
Eu1Ba1Sr1Cu3O6.94,80,cuprate
Y1Ba2Cu2.5Fe0.5O7.413,80,cuprate
Tl1Sr1.5Dy0.5Ca1Cu2O7,80,cuprate
Sr3.1Ca5.9Bi0.4Y0.3Pb0.3Cu16.7O29,80,cuprate
Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.8,80,cuprate
La2.5Y0.5Ca1Ba3Cu7O16.552,80,cuprate
Y1Ba2Cu2.97Zn0.03O6.98,80,cuprate
Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.76,80,cuprate
Yb1Ba1.6Sr0.4Cu4O8,80,cuprate
Y1Ba2Cu2.95Ni0.05O6.93,80,cuprate
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.55,80,cuprate
Y1Ba2Cu2.979Zn0.021O7,80.2,cuprate
Yb1Ba1.6Sr0.4Cu3O6.88,80.2,cuprate
Y1Ba1Sr1Cu3O6.899,80.2,cuprate
Pb2Sr2Ho0.5Ca0.5Cu2.94Pt0.06O8,80.4,cuprate
Bi1.7Pb0.3Sr2Ca1Cu2O8,80.5,cuprate
Y1Ba2Cu3O6.861,80.5,cuprate
Y1Ba2Cu2.9Fe0.1O7,80.5,cuprate
Y1Ba1.8La0.2Cu3O7.013,80.5,cuprate
Y1Ba0.74Sr1.26Cu3O6.98,80.5,cuprate
Nd0.5Ca0.5Ba0.6La0.4Cu3O6.77,80.5,cuprate
La3Ca1Ba3Cu7O16.678,80.5,cuprate
Bi1.7Pb0.3Sr2Ca1Cu2O8.05,80.5,cuprate
Y1Ba2Cu3O6.894,80.5,cuprate
Y1Ba2Cu2.9Ni0.1O6.92,80.5,cuprate
Y0.85Ca0.15Ba2Cu3O6.58,80.6,cuprate
Gd0.8Ca0.05Hf0.15Ba2Cu3O6.86,80.6,cuprate
Y0.85Ca0.15Ba2Cu2.75Co0.25O7.01,80.6,cuprate
Dy1Ba1.6Sr0.4Cu3O6.89,80.6,cuprate
Gd0.55Ca0.3Mo0.15Ba2Cu3O6.626,80.7,cuprate
Bi2Sr1.5Ca1.5Cu2O8.19,80.75,cuprate
Y0.975Ca0.025Ba2Cu4O8,80.75,cuprate
Tl1Ba2Ca1Cu2O7,80.8,cuprate
Y1Ba1.65Sr0.35Cu4O8,80.8,cuprate
Y1Ba1Sr1Cu3O6.93,80.8,cuprate
Y1Ba2Cu3H0.92O6.91,80.8,cuprate
Bi1.7Pb0.3Sr2Ca0.98Nd0.02Cu2O8.05,80.89,cuprate
Y0.8Ca0.2Ba2Cu3O6.53,80.9,cuprate
Er0.65Ca0.2Hf0.15Ba2Cu3O6.83,80.9,cuprate
Bi4Sr4Ca3Cu4O16.29,81,cuprate
Ba1.6Sr0.4Yb1Cu3O6.8,81,cuprate
Y0.9Pr0.1Ba2Cu3O6.91,81,cuprate
Eu1Ba1Sr0.9Ca0.1Cu3O6.95,81,cuprate
Dy1Ba2Cu2.94Ni0.06O6.72,81,cuprate
Ho0.95Ca0.05Ba2Cu4O8,81,cuprate
Dy1Ba2Cu2.98Zn0.02O6.87,81,cuprate
Yb0.95Pr0.05Ba1.7Sr0.3Cu3O6.91,81,cuprate
